Unnamed: 0.2,index,Unnamed: 0.1,Unnamed: 0,review_text,proportion_of_emotional_content_in_review,proportion_of_adjectives_in_review,readability_of_review,analytic_writing_style,label,ebm_prediction,mis_classified,model_pred_confidence,stage,review_set
71,,71,750,"Stayed at the Sofitel Chicago Water Tower for 3 nights in early April 2007. Very convenient location just a block from all of the shopping on the Golden Mile. Good restaurant at the hotel serving a la carte breakfast different from the usual fare and with a nice French twist. Dinner at the restaurant was also good. Prices are reasonable. Room is comfortable, only problem was with a card access door lock that usually required several swipes before opening. Excellent service from the bellmen to the concierge and front desk staff. Would definitely stay here again if visiting Chicago. Concierge recommended a small van tour, which was excellent. However early April is too early to visit Chicago as popular activities such as the boat tour of the architecture of Chicago was not operating yet.",5.22,11.19,54.9980011,93.07,Genuine,Genuine,False,0.582689298599022,2,1
22,,22,163,"""I had an amazing stay at the Homewood Suites by Hilton Chicago Downtown. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would definitely stay here again.""",9.8,7.84,66.164338,69.58,Deceptive,Genuine,True,0.5585157855425888,2,2
115,,115,203,"""My husband and I had a wonderful time at the InterContinental Chicago. The hotel is beautiful, with a great view of the city. The room was comfortable and clean, and the staff were very friendly and accommodating. We would definitely come back to this hotel.""",13.33,13.33,60.05625,71.95,Deceptive,Deceptive,False,0.9669409726908104,2,2
262,,262,494,"The Conrad Hotel is a beautiful hotel. Our room was perfect and beautiful in every way. I was very impressed (and I am hard to please and have high standards). It was so clean, aesthetically pleasing, up to date, just gorgeous! I would definitely stay there again. I loved it. The location is superb too, attached to Nordstrom and Northbridge mall. Can't wait to go back!",13.64,15.15,77.10299683,14.87,Genuine,Genuine,False,0.9965844836789578,2,2
220,,220,129,"""I was so impressed with my stay at the Fairmont Chicago Millennium Park. The hotel is in a great location, close to many of the city's top sights. The room was clean, comfortable and well-appointed. The staff were friendly and went out of their way to make my stay enjoyable.""",12.0,18.0,74.458456,94.04,Deceptive,Genuine,True,0.9572371658793234,2,2
55,,55,697,"We have stayed at several high end places in Chicago and this is still our favorite. Location is superb, staff are particularly gracious and welcoming without being cloying. Cornell, at the front desk, is unfailingly helpful as is the concierge. We love the extra room that a suite provides and if you join the frequent guest program, high speed internet is gratis, as is a breakfast beverage delivered along with the newspaper each morning at the time of your choosing. Bedding is of excellent quality and they offer truly amazing blackout curtains! We have never had a bad stay at this hotel.",9.8,8.82,57.68899918,58.5,Genuine,Deceptive,True,0.7710844337664366,2,2
274,,274,174,"""I had a great experience at the Homewood Suites by Hilton Chicago Downtown. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would recommend this hotel to anyone visiting Chicago.""",11.11,9.26,57.51875,79.79,Deceptive,Deceptive,False,0.9450333319583444,2,2
9,,9,359,"""The Sofitel Chicago Water Tower is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I had a great stay and I would definitely recommend this hotel to others.""",15.87,15.87,53.12,61.53,Deceptive,Deceptive,False,0.9751865154916146,2,2
229,,229,70,"""I had a great stay at the Amalfi Hotel Chicago. The room was comfortable and well-appointed, and the staff went above and beyond to make sure I had everything I needed. The location was great, with easy access to all the best attractions in the city. Highly recommend!""",8.33,8.33,66.637985,94.18,Deceptive,Genuine,True,0.8729854630786049,2,2
30,,30,553,"We loved the hotel. When I see other posts about it being shabby I can't for the life of me figure out what they are talking about. Rooms were large with TWO bathrooms, lobby was fabulous, pool was large with two hot tubs and huge gym, staff was courteous. For us, the location was great--across the street from Grant Park with a great view of Buckingham Fountain and close to all the museums and theatres. I'm sure others would rather be north of the river closer to the Magnificent Mile but we enjoyed the quieter and more scenic location. Got it for $105 on Hotwire. What a bargain for such a nice hotel.",7.02,13.16,77.64199829,80.4,Genuine,Genuine,False,0.9947474110797596,2,2
259,,259,430,"We have stayed here several times and have always found it to be clean with comfortable beds. We were given a choice of breakfast or free cocktails which we thought was a nice touch. Our room was small but adequate. Location was great, close to the L trains and also close to the train station as we always ""walk"" from Union Station.",8.06,12.9,81.96900177,36.92,Genuine,Genuine,False,0.9975717909706986,2,2
256,,256,438,"The Allegro in downtown Chicago is a great stay/ part of the Kimpton Group boutique hotels the Allegro offers a classy stay in a beautiful room for a moterate price/ they offer complimentary and decent wine gratis in the late afternoon and the hotel allows you access to everything the loop has to offer in this remarkable city. i would recommend parking outside of the downtown area and taking the 'EL' into the loop which leaves you about 2 minutes from the hotel/ otherwise you are looking at hefty parking fees for a car you dont need in this part of the city . the rooms are small but beautifully done with great colors,comfortable beds and in my case great views. if you go to kimpton group website and sign up for specials you will be alerted to great rates on certain days / kimpton does a great job and their properties are ""class acts""",7.14,7.14,46.35699844,93.32,Genuine,Deceptive,True,0.5701564646784651,2,2
304,,304,527,I stayed here August 20 through 23rd with my sixteen year old son and we thoroughly enjoyed this hotel. The price was very reasonable for a hotel located right on Michigan Avenue. The front desk and concierge service was excellent and enhanced our stay by making it easy for us to plan fun activities. The John Entwistle theme on our floor was a nice touch. Any of you single fathers out there can appreciate how difficult it can be to take a fun affordable vacation with your children and The Hard Rock Hotel in Chicago really helped me accomplish just that!,9.9,9.9,58.1629982,69.32,Genuine,Deceptive,True,0.77932823913753,2,2
157,,157,17,"""The Hilton Chicago is a great choice for a stay in the city. The rooms are well-appointed and comfortable, and the staff is friendly and helpful. The location is perfect for exploring the city, and I loved being close to all the best attractions. I would definitely stay here again.""",12.0,12.0,69.481985,82.95,Deceptive,Deceptive,False,0.7017272500264943,2,3
237,,237,254,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago for a business trip and was thoroughly impressed. The rooms were comfortable and well-equipped, and the service was top-notch. The location is also perfect, right in the heart of the city, making it easy to get to all the main attractions. I would definitely stay here again.""",5.36,7.14,59.383017,80.2,Deceptive,Genuine,True,0.6726710463556759,2,3
139,,139,322,"""I had an amazing stay at the Sheraton Chicago Hotel and Towers. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",11.48,13.11,65.567016,84.31,Deceptive,Deceptive,False,0.9298251714002496,2,3
43,,43,282,"""I had a fantastic stay at the Omni Chicago Hotel. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",6.85,10.96,66.273423,85.27,Deceptive,Genuine,True,0.8068445072468412,2,3
135,,135,447,"This hotel was great - In a great area right downtown and close to everything. The daily happy hour had great food, wine and premium liquors. The free breakfast was even better! Actually I believe everything was included breakfast/happy hour/business center/WiFi. Our room was a king size facing the back of the building. Really clean new and comfortable. Small touches such as books and cds to enjoy made the room feel less like a hotel - Would highly recommend.",13.75,17.5,70.44999695,78.28,Genuine,Deceptive,True,0.5173278157322934,2,3
228,,228,711,"Just returned from a week in Chicago with the family. This hotel was perfect for us. Location is great, kids loved the pool as a place to wind down after a day of museums, touring, ball games, etc. We checked in through Hilton Honors Desk as opposed to the regular check in line. Even though our reservations were through priceline at a reduced rate, they gave us a pick of the the rooms. The room had a large closet which helped with the amount of gear we had with us. Used valet parking which was hasselfree. We had a great experience and would stay there again.",6.6,4.72,81.62999725,94.65,Genuine,Genuine,False,0.9997396657171472,2,3
260,,260,97,"My stay at the Ambassador East Hotel was excellent! The room was spacious, clean and well-appointed. The staff were friendly and helpful, and the location was perfect for visiting the city. I would highly recommend this hotel to anyone.",15.38,12.82,63.44,68.35,Deceptive,Deceptive,False,0.943570140059445,2,3
176,,176,574,"Stayed over Memorial Weekend for 2 nites, 2 rooms. Great Hotel, we always love breakfast in morning,and drinks in even when applicable. Around the corner from magnificent Mile,and close to lots of restaurants. Staff was great, we even checked in early before noon,and other room available less than hour later. Fresh fruit was available to us,and bell guys are cool. Suites are on small side compared to other homewoods but no complaints here, house cleaning kept our room clean,and we felt safe!",10.34,18.39,67.60399628,64.97,Genuine,Deceptive,True,0.5572177833586461,2,3
251,,251,543,"went to chicago for a week in may, decided to be good to ourselves and stay in the hilton, we were not disapointed. perhaps it was becuse there were quite a few conventions going on and a lot of people were only staying 1 or 2 nights but we got upgraged to exceutive level. we had 2 double beds with a bathroom each. they beds and pillows were too die for, so so comfy ant the end of a day when we seemed to have walked for miles. all the staff were very helpful. a lot of guests seemed to ignore the staff especially the chamber maids who they seemed to think they were in their way so perhaps that why some people felt these people were rude or unhelpful. about 2 blocks away on Harrison is a cafe called ""Orange"" which you have to make the only place you will have breakfast, the cafe and the staff are suberb. expect a 15 min wait on a sat & sun morning.",1.76,2.94,73.76300049,64.21,Genuine,Genuine,False,0.9998311693746214,2,3
295,,295,400,"I was completely blown away by this hotel. It was magnificent. I got a great deal and I am so happy that I stayed here. Before arriving I was nervous as I had read a few bad reviews about the impact the renovation was having on peoples stay, for example very noisy. However, whilst the renovation was still going on and the gym was not open nor the restaurant, it made no difference to me. My room was huge, bathroom was spacious with excellent water pressure, bed was perfect and the view was amazing. Hotel is so close to the great shops of Magnificent Mile, plus a comfortable walking distance to Hancock tower and Millennium Park.",10.34,13.79,64.55400085,32.86,Genuine,Deceptive,True,0.7948981200752111,2,3
130,,130,552,"Stayed at the Chicago Hilton for three nights and from the minute we walked through the door I was very impressed. Check-in was quick, easy and I was very glad that we were able to check in despite being earlier than the advertised check-in time. We were given a twin room with two bathrooms which was brilliant. It made getting ready to go out much quicker! The hotel location is great opposite the park, which is a must see. Although located on South Michigan Ave it is easily within walking distance of all the shops and sights of the whole of Michigan Ave. Would also recommend the street one block back from Michigan Ave for good shopping. For breakfast I would recommend grabbing a muffin, croissant or bagel from the bar just past reception rather than going for the more expensive breakfast in the restaurant. For evening entertainment Kitty O'Sheas is a must. Typical Irish bar with good drinks and live music. Finally the bed at Hilton Chicago is the most comfortable bed ever. I would have taken it home if I could! Definately made for a good nights sleep.",5.76,8.38,68.83000183,86.36,Genuine,Genuine,False,0.9288196868813132,2,3
1,,1,278,"""The Hotel Monaco Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",9.23,12.31,66.089231,96.67,Deceptive,Genuine,True,0.8928594512371486,2,3
